Date;Local;Visitor;HG;AG;Outcome;1.5+;2.5+;3.5+;TG;BTS;hCS;aCS;HTh;HTa;FG;sample
08. Jun;Hamburger SV;Holstein Kiel;3;3;Draw;+;+;+;6;+;-;-;2;1;V;1
09. Jun;Dynamo Dresden;Greuther Furth;1;1;Draw;+;-;-;2;+;-;-;0;1;V;1
12. Jun;Dynamo Dresden;Hamburger SV;0;1;Away win;-;-;-;1;-;-;+;0;0;V;1
12. Jun;Sandhausen;Bielefeld;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
13. Jun;FC Nurnberg;Greuther Furth;0;1;Away win;-;-;-;1;-;-;+;0;0;V;1
13. Jun;Heidenheim;Regensburg;4;1;Home win;+;+;+;5;+;-;-;1;0;L;1
13. Jun;Holstein Kiel;Wehen Wiesbaden;1;2;Away win;+;+;-;3;+;-;-;1;1;L;1
13. Jun;Osnabruck;Bochum;0;2;Away win;+;-;-;2;-;-;+;0;1;V;1
14. Jun;Darmstadt;Hannover 96;3;2;Home win;+;+;+;5;+;-;-;1;0;L;1
14. Jun;Karlsruher SC;Stuttgart;2;1;Home win;+;+;-;3;+;-;-;1;1;L;1
14. Jun;Sankt Pauli;Erzgebirge Aue;2;1;Home win;+;+;-;3;+;-;-;2;0;L;1
15. Jun;Bielefeld;Dynamo Dresden;4;0;Home win;+;+;+;4;-;+;-;1;0;L;1
16. Jun;Greuther Furth;Heidenheim;0;0;Draw;-;-;-;0;-;+;+;0;0;-;1
16. Jun;Hamburger SV;Osnabruck;1;1;Draw;+;-;-;2;+;-;-;1;0;L;1
16. Jun;Wehen Wiesbaden;FC Nurnberg;0;6;Away win;+;+;+;6;-;-;+;0;3;V;1
17. Jun;Erzgebirge Aue;Bochum;1;2;Away win;+;+;-;3;+;-;-;0;2;V;1
17. Jun;Hannover 96;Sankt Pauli;4;0;Home win;+;+;+;4;-;+;-;2;0;L;1
17. Jun;Regensburg;Karlsruher SC;2;1;Home win;+;+;-;3;+;-;-;1;0;L;1
17. Jun;Stuttgart;Sandhausen;5;1;Home win;+;+;+;6;+;-;-;4;0;L;1
18. Jun;Bielefeld;Darmstadt;1;0;Home win;-;-;-;1;-;+;-;0;0;L;1
18. Jun;Holstein Kiel;Dynamo Dresden;2;0;Home win;+;-;-;2;-;+;-;1;0;L;1
21. Jun;Bochum;Greuther Furth;2;2;Draw;+;+;+;4;+;-;-;1;1;V;1
21. Jun;Darmstadt;Wehen Wiesbaden;3;1;Home win;+;+;+;4;+;-;-;0;1;V;1
21. Jun;Erzgebirge Aue;Hannover 96;2;1;Home win;+;+;-;3;+;-;-;1;0;L;1
21. Jun;FC Nurnberg;Stuttgart;0;6;Away win;+;+;+;6;-;-;+;0;3;V;1
21. Jun;Heidenheim;Hamburger SV;2;1;Home win;+;+;-;3;+;-;-;0;0;V;1
21. Jun;Karlsruher SC;Bielefeld;3;3;Draw;+;+;+;6;+;-;-;1;3;V;1
21. Jun;Osnabruck;Holstein Kiel;4;1;Home win;+;+;+;5;+;-;-;2;0;L;1
21. Jun;Sandhausen;Dynamo Dresden;0;1;Away win;-;-;-;1;-;-;+;0;0;V;1
21. Jun;Sankt Pauli;Regensburg;1;1;Draw;+;-;-;2;+;-;-;1;1;L;1
28. Jun;Bielefeld;Heidenheim;3;0;Home win;+;+;-;3;-;+;-;2;0;L;1
28. Jun;Dynamo Dresden;Osnabruck;2;2;Draw;+;+;+;4;+;-;-;1;0;L;1
28. Jun;Greuther Furth;Karlsruher SC;1;2;Away win;+;+;-;3;+;-;-;1;1;L;1
28. Jun;Hamburger SV;Sandhausen;1;5;Away win;+;+;+;6;+;-;-;0;2;V;1
28. Jun;Hannover 96;Bochum;2;0;Home win;+;-;-;2;-;+;-;1;0;L;1
28. Jun;Holstein Kiel;FC Nurnberg;1;1;Draw;+;-;-;2;+;-;-;0;1;V;1
28. Jun;Regensburg;Erzgebirge Aue;1;2;Away win;+;+;-;3;+;-;-;1;1;L;1
28. Jun;Stuttgart;Darmstadt;1;3;Away win;+;+;+;4;+;-;-;1;1;V;1
28. Jun;Wehen Wiesbaden;Sankt Pauli;5;3;Home win;+;+;+;8;+;-;-;3;2;L;1
